admin_region,agent_address,agent_contact,agent_name,agent_service_fee,attach_file_names,attach_json,budget,budget_source,buyer_address,buyer_contact,buyer_name,change_item,contact_name,contact_tel,crawl_time,judge_experts,notice_title,notice_type,notice_url,open_bid_time,project_code,proposed_supplier,publicity_period,publish_time,purchase_method,single_source_reason,terminate_reason,win_supplier,win_total_amount
深圳市,深圳市罗湖区黄贝街道凤凰社区深南东路1076号罗湖区党群服务中心4层,叶工，0755-82206366,深圳交易集团有限公司,,,,97.05,,广东省深圳市罗湖区深南东路5006号,白先生，0755-25590240-775；李先生，0755-25590240-783,中国人民银行深圳市分行,,,,2026-09-09 15:37:35,,中国人民银行深圳市分行网络设备维保服务（2026）项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27290025.htm,2026年09月29日  14:30,LHZXCG-2026-00029,,,2026年09月08日 17:49,,,,,
市辖区,江西省宜春市宜阳大道56号涂家小区附21号,王远航 15727571463,江西星达工程咨询管理有限公司,,,,93.8,,宜春市消防救援支队（宜阳大道56号）,万鑫海 15179172971,宜春市消防救援支队,,,,2026-09-09 15:37:35,,江西星达工程咨询管理有限公司关于江西省宜春市消防救援支队2026年度真火烟热模拟训练设施采购项目（二期）第二次公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289993.htm,2026年10月08日  09:00,江西星达-YC2026--002,,,2026年09月08日 17:46,,,,,
北京市,北京市丰台区四合庄路2号院4号楼1至17层101内17层1701,王斌、朱艳梅、刘晶晶、李倩、郭玉婷、丁峥敏、卢雪、张书玲010-60624505转813,中钰招标有限公司,,,,42.0,,北京市丰台区方庄芳星园一区6号,杨老师 010-67652797,北京中医药大学东方医院,,,,2026-09-09 15:37:35,,中医规培实践技能考核基地建设项目公开招标公告（第三次）,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289908.htm,2026年09月29日  09:30,ZYZB-2026-0664,,,2026年09月08日 17:43,,,,,
北京市,北京市丰台区四合庄路2号院4号楼1至17层101内17层1701,王斌、朱艳梅、刘晶晶、李倩、郭玉婷、丁峥敏、卢雪、张书玲010-60624505转813,中钰招标有限公司,,,,14.55,,北京市丰台区方庄芳星园一区6号,杨老师 010-67652797,北京中医药大学东方医院,,,,2026-09-09 15:37:35,,北京中医药大学东方医院医疗设备采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289907.htm,2026年09月29日  09:30,ZYZB-2026-0863,,,2026年09月08日 17:43,,,,,
北京市,北京市丰台区四合庄路2号院4号楼1至17层101内17层1701,王斌、朱艳梅、刘晶晶、李倩、郭玉婷、丁峥敏、卢雪、张书玲010-60624505转813,中钰招标有限公司,,,,75.0,,北京市丰台区方庄芳星园一区6号,杨老师 010-67652797,北京中医药大学东方医院,,,,2026-09-09 15:37:35,,北京中医药大学东方医院办刊运营服务采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289848.htm,2026年09月29日  09:30,ZYZB-2026-0855,,,2026年09月08日 17:40,,,,,
兰州市,兰州市城关区南滨河东路5148号名城广场1号楼2013室,李兴龙   杨阳   18119421692  396115270@qq.com,甘肃中金国际招标有限公司,,,,124.0,,兰州市城关区天水中路18号,陈老师0931-4968123,中国科学院兰州化学物理研究所,,,,2026-09-09 15:37:35,,中国科学院兰州化学物理研究所薄膜测量系统项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289800.htm,2026年09月29日  09:00,1259-26406,,,2026年09月08日 17:39,,,,,
福建省,福建省福州市台江区鳌峰路20号鳌峰广场2号楼2601室,陈美娇\0591-83267867,中科高盛咨询集团有限公司,,文件领取登记表(公告附件).doc,"[{""attach_name"": ""文件领取登记表(公告附件).doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=FE10ED4F59E9C72FBB8E9770E5F7F2""}]",162.4,,福建省福州市仓山区建新中路108号,段女士/0591-83353288,福建省气象数据中心,,,,2026-09-09 15:37:35,,福建省气象数据中心福建省智慧气象保障工程综合能力建设项目气象数据共享服务能力之气象基础数据集建设公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289808.htm,2026年09月29日  09:30,ZKGSF(ZB)-20261733,,,2026年09月08日 17:39,,,,,
北京市,北京市朝阳区和平街东土城路甲9号10层,范思迪、刁振楠、高冬冬、梅豫家，64234102,中国远东国际招标有限公司,,,,458.83,,北京市朝阳区首都机场航安路11号,林老师、010-64590504,中国民用航空华北地区空中交通管理局,,,,2026-09-09 15:37:35,,中国民用航空华北地区空中交通管理局华北空管局2026年首都机场地区食堂餐饮服务委托公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289810.htm,2026年09月29日  09:30,0722-26FE4291ZB3,,,2026年09月08日 17:38,,,,,
沈阳市,详见公告正文,详见公告正文,详见公告正文,,,,136.98,,沈阳市浑南区新隆街8号,024-83773812,国家税务总局沈阳高新技术产业开发区税务局,,,,2026-09-09 15:37:35,,国家税务总局沈阳高新技术产业开发区税务局2026年后勤服务项目招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289867.htm,2026年09月29日  09:30,,,,2026年09月08日 17:36,,,,,
西安市,陕西省西安市和平路108号佳腾大厦7层,马悦 张轩 王怡娜 朱颖华 韩朝晖 029-87521315,陕西省招标有限责任公司,,,,72.0,,陕西省西安市长安区西沣路兴隆段266号,赵老师 029-81891893,西安电子科技大学,,,,2026-09-09 15:37:35,,西安电子科技大学高精度防震光学平台公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289650.htm,2026年09月29日  14:00,SZ2265-GP-GC-160H,,,2026年09月08日 17:35,,,,,
广州市,广州市越秀区沿江中路298号江湾新城A幢8A-8G房,陈敏、林思韵、阮子珊020-83336359、020-83516212,中招国际招标有限公司,,,,194.0,,广州市增城区朱村街朱村大道西78号,杨女士18002202859,工业和信息化部电子第五研究所,,,,2026-09-09 15:37:35,,工业和信息化部电子第五研究所FPGA软件测试辅助设计劳务外包采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289655.htm,2026年09月29日  09:30,TC269408Y,,,2026年09月08日 17:34,,,,,
沈阳市,北京市海淀区丹棱街1号互联网金融中心20层,余睿、王军、郭宇涵、李雯；010-68290563、010-68290501,东方国际招标有限责任公司,,附件.pdf,"[{""attach_name"": ""附件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9878B963BC2D58E1470DA7ACB5C45E""}]",7000.0,,沈阳市沈河区文化路72号,"佟老师,024-23971066",中国科学院金属研究所,,,,2026-09-09 15:37:35,,中国科学院金属研究所可逆轧机及配套设施采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289544.htm,2026年09月29日  09:30,OITC-G260531767,,,2026年09月08日 17:31,,,,,
沈阳市,北京市海淀区丹棱街1号互联网金融中心20层,余睿、王军、郭宇涵、李雯；010-68290563、010-68290501,东方国际招标有限责任公司,,1769.pdf,"[{""attach_name"": ""1769.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=6B954120A6A1F484E4172BFB661F96""}]",1082.0,,沈阳市沈河区文化路72号,"佟老师,024-23971066",中国科学院金属研究所,,,,2026-09-09 15:37:36,,中国科学院金属研究所母合金棒材采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289474.htm,2026年09月29日  09:30,OITC-G260531769,,,2026年09月08日 17:29,,,,,
市辖区,北京市门头沟远洋新天地2期2号楼5层506,卢永男、周满堂  69858246,华诚博远工程咨询有限公司,,,,1235.0,,北京市西城区北礼士路167号,王老师  电话：010-88398563,中国医学科学院阜外医院,,,,2026-09-09 15:37:36,,中国医学科学院阜外医院膳食科、营养科食品原材料配送服务项目-水产、禽肉、冷冻及牛羊肉类公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289489.htm,2026年09月29日  13:30,4000141611788316869292-20260902369,,,2026年09月08日 17:29,,,,,
陕西省,陕西省西安市莲湖区环城西路南段元晟合中心6层,孙童欣 李雨 马演 崔文 王宇轩 曹婷 蔡丹 029-88110800转8033,陕西正信招标有限公司,,"文件发售二维码.pdf,采购需求.docx","[{""attach_name"": ""文件发售二维码.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=43B24CA9C430E2A53A58E0CD5858F7""}, {""attach_name"": ""采购需求.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9D58FECBC620DF43117F14C9DF0632""}]",275.0,,陕西省榆林市榆阳区肤施路318号,张老师  0912-3533812,国家税务总局榆林市榆阳区税务局,,,,2026-09-09 15:37:36,,国家税务总局榆林市榆阳区税务局餐饮服务项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289496.htm,2026年09月29日  10:00,ZX2026-08-63,,,2026年09月08日 17:29,,,,,
北京市,北京市丰台区金泽东路通用时代中心C座,张曌明，李子豪  电话：010-81168235、81168223   电子邮箱：zhangzhaoming@cmc.gt.cn,中国机械进出口(集团)有限公司,,,,1980.0,,北京市东城区帅府园1号 邮编：100032,刘老师 010-69156696,中国医学科学院北京协和医院,,,,2026-09-09 15:37:36,,中国医学科学院北京协和医院医用直线加速器升级采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289485.htm,2026年09月29日  13:30,B0708-CMC26N7909,,,2026年09月08日 17:28,,,,,
北京市,北京市丰台区金泽东路通用时代中心C座,张曌明，李子豪  电话：010-81168235、81168223   电子邮箱：zhangzhaoming@cmc.gt.cn,中国机械进出口(集团)有限公司,,,,370.0,,北京市东城区帅府园1号 邮编：100032,刘老师 010-69156696,中国医学科学院北京协和医院,,,,2026-09-09 15:37:36,,中国医学科学院北京协和医院放射科乳腺机采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289494.htm,2026年09月29日  13:30,B0708-CMC26N7917,,,2026年09月08日 17:28,,,,,
北京市,北京市丰台区金泽东路通用时代中心C座,张曌明，李子豪  电话：010-81168235、81168223   电子邮箱：zhangzhaoming@cmc.gt.cn,中国机械进出口(集团)有限公司,,,,2300.0,,北京市东城区帅府园1号 邮编：100032,刘老师 010-69156696,中国医学科学院北京协和医院,,,,2026-09-09 15:37:36,,中国医学科学院北京协和医院放射科CT（一）采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289487.htm,2026年09月29日  13:30,B0708-CMC26N7915,,,2026年09月08日 17:28,,,,,
北京市,北京市丰台区金泽东路通用时代中心C座,张曌明，李子豪  电话：010-81168235、81168223   电子邮箱：zhangzhaoming@cmc.gt.cn,中国机械进出口(集团)有限公司,,,,1475.0,,北京市东城区帅府园1号 邮编：100032,刘老师 010-69156696,中国医学科学院北京协和医院,,,,2026-09-09 15:37:36,,中国医学科学院北京协和医院设备维保服务（一）采购项目第1包影像设备维保公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289482.htm,2026年09月29日  13:30,B0708-CMC26N7912,,,2026年09月08日 17:28,,,,,
北京市,北京市丰台区金泽东路通用时代中心C座,张曌明，李子豪  电话：010-81168235、81168223   电子邮箱：zhangzhaoming@cmc.gt.cn,中国机械进出口(集团)有限公司,,,,189.3,,北京市东城区帅府园1号 邮编：100032,刘老师 010-69156696,中国医学科学院北京协和医院,,,,2026-09-09 15:37:36,,中国医学科学院北京协和医院设备维保服务（一）采购项目第2包超声设备维保公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289436.htm,2026年09月29日  13:30,B0708-CMC26N7912,,,2026年09月08日 17:27,,,,,
北京市,北京市丰台区金泽东路通用时代中心C座,张曌明，李子豪  电话：010-81168235、81168223   电子邮箱：zhangzhaoming@cmc.gt.cn,中国机械进出口(集团)有限公司,,,,2000.0,,北京市东城区帅府园1号 邮编：100032,刘老师 010-69156696,中国医学科学院北京协和医院,,,,2026-09-09 15:37:36,,中国医学科学院北京协和医院放射科CT（二）采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289438.htm,2026年09月29日  13:30,B0708-CMC26N7916,,,2026年09月08日 17:27,,,,,
成都市,成都市高新区和乐一街888号14栋17层1703号,宋娅玲；19382181937,四川中承工程项目管理有限公司,,,,95.0,,成都东部新区消防救援大队顺霖路119号,刘老师；028-60361610,成都东部新区消防救援大队,,,,2026-09-09 15:37:36,,成都东部新区消防救援大队成都东部新区消防救援大队（战勤保障大队筹备组）2026年食材配送服务采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289390.htm,2026年09月29日  10:30,ZCXG2026044,,,2026年09月08日 17:25,,,,,
甘肃省,甘肃省兰州市城关区民主西路 9 号（兰州 SOHO）10 层 1012 室,张调调、18194212212、2731395902@qq.com,浩鑫致远项目管理有限公司,,"兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第2标段招标文件（PDF版）.pdf,兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第1标段招标文件（PDF版）.pdf,兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第4标段招标文件（PDF版）.pdf,兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第3标段招标文件（PDF版）.pdf","[{""attach_name"": ""兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第2标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=ABBAEC61479E196055566A9A8CED85""}, {""attach_name"": ""兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第1标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=66FC4F9FDCC7904940960CC7FD9224""}, {""attach_name"": ""兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第4标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=060B6FA4B04406E97E40360B130B6A""}, {""attach_name"": ""兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目 -第3标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D87A45875EC14D9FC6DCC5CD05766A""}]",689.0,,甘肃省兰州市城关区天水南路 222 号,曹老师、刘老师  0931-8912831、zbk@lzu.edu.cn,兰州大学,,,,2026-09-09 15:37:36,,兰州大学生命科学学院和基础医学院蛋白免疫印迹成像仪等设备采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289399.htm,2026年09月30日  09:00,LZU-2026-172-HW-GK,,,2026年09月08日 17:25,,,,,
福州市,福州市鼓楼区湖滨路66号中福西湖花园1号楼A区2层,林强、李静、林松芳、陈勇夫0591-86215533,福建省福瑞工程管理有限公司,,获取文件登记表.doc,"[{""attach_name"": ""获取文件登记表.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=CEEDF96C7BEA0C9807E01B2E7C5BC7""}]",484.0,,福建省福州市鼓楼区铜盘路36号,李老师0591-87098223,国家税务总局福建省税务局,,,,2026-09-09 15:37:36,,福建税务2026年网络安全设备优化更新项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289401.htm,2026年09月29日  09:00,FJ2026-DLGK-A0053-B00,,,2026年09月08日 17:25,,,,,
沙坪坝区,重庆市两江新区黄山大道中段70号两江星界2栋9楼,周老师、023-67766894,西恒工程咨询集团有限公司,,,,200.0,,重庆市沙坪坝区沙正街174号,陈老师、023-65102678,重庆大学,,,,2026-09-09 15:37:36,,重庆大学透射电镜原位原子尺度双轴倾转力热电集成系统公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289397.htm,2026年09月29日  09:30,CQU-CZ-ZC-HW-2026-025,,,2026年09月08日 17:24,,,,,
甘肃省,甘肃省兰州市城关区飞雁街118号（陇星大厦14楼1407室）,李思、雷欢 0931-2909765、13919236250、420940846@qq.com,甘肃省招标中心有限公司,,"兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目-第1标段招标文件（PDF版）.pdf,兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目-第2标段招标文件（PDF版）.pdf,兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目-第3标段招标文件（PDF版）.pdf","[{""attach_name"": ""兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目-第1标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9625AD1A45376CC9554E8BF429A4FD""}, {""attach_name"": ""兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目-第2标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E2F0F7C6397EE93ED975367AE623A1""}, {""attach_name"": ""兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目-第3标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=977DE95B5DE33590A7D97301D804FD""}]",216.0,,甘肃省兰州市城关区天水南路222号,曹老师、刘老师 0931-8912932、zbk@lzu.edu.cn,兰州大学,,,,2026-09-09 15:37:36,,兰州大学物理科学与技术学院AI+X拔尖人才培养跃升设备更新项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289357.htm,2026年10月08日  09:00,LZU-2026-173-HW-GK,,,2026年09月08日 17:23,,,,,
叙州区,四川省成都市高新区汇川街166号1栋10层10号,漆雪菲  19960445102,四川鹏宸项目管理有限公司,,"招标文件20260907151429.docx,招标文件20260907151429.docx","[{""attach_name"": ""招标文件20260907151429.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F0D600831472A108778A4FF01B14CB""}, {""attach_name"": ""招标文件20260907151429.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=18E81B889C5163905DD75BF82517F8""}]",741.12,,四川省泸州市龙马潭区龙马大道三段103号,毛小毛  08303625152,长江航运公安局泸州分局,,,,2026-09-09 15:37:37,,长江航运公安局泸州分局公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289211.htm,2026年09月28日  09:10,,,,2026年09月08日 17:17,,,,,
会宁县,白银市白银区上海路31号,张福莉、18993950994,甘肃中旺诚工程咨询有限公司,,,,42.0,,甘肃省白银市白银区万盛路65号,孔队长、13893038802,白银市消防救援支队,,,,2026-09-09 15:37:37,,白银市消防救援支队会宁县消防救援大队高层住宅小区电梯加装电动自行车智能阻止系统项目（二次）招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289148.htm,2026年09月29日  15:00,GSZWC-26023,,,2026年09月08日 17:14,,,,,
杭州市,浙江省杭州市西湖区文三路90号1号楼3楼,谢凯枫、谭策、周峰 联系电话：0571-89731841、0571-81061837 、0571-89731840 质疑联系人：王麟；电话：0571-81061839,浙江国际招投标有限公司,,"报名表 - 分标项.doc,家具需求0908.pdf","[{""attach_name"": ""报名表 - 分标项.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C797957351C60511E61B9267028CD1""}, {""attach_name"": ""家具需求0908.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E0DE6977D24CBAEB5C42FBDF791112""}]",3844.489,,杭州市西湖区余杭塘路866号,陶老师 联系电话：0571-88981348 采购部门邮箱：cgzx1@zju.edu.cn,浙江大学,,,,2026-09-09 15:37:37,,浙江大学紫金港校区新建学生宿舍家具一批公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289094.htm,2026年09月29日  10:00,ZJ-2662954G,,,2026年09月08日 17:13,,,,,
兰州市,兰州市城关区南滨河东路5148号名城广场1号楼2013室,李兴龙   杨阳   18119421692  396115270@qq.com,甘肃中金国际招标有限公司,,,,97.0,,兰州市城关区天水中路18号,陈老师0931-4968123,中国科学院兰州化学物理研究所,,,,2026-09-09 15:37:37,,中国科学院兰州化学物理研究所椭圆偏振测量仪采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289090.htm,2026年09月29日  09:00,1259-26410,,,2026年09月08日 17:12,,,,,
兰州市,兰州市城关区南滨河东路5148号名城广场1号楼2013室,李兴龙   杨阳   18119421692  396115270@qq.com,甘肃中金国际招标有限公司,,,,64.0,,兰州市城关区天水中路18号,陈老师0931-4968123,中国科学院兰州化学物理研究所,,,,2026-09-09 15:37:37,,中国科学院兰州化学物理研究所高精度短程真空分子蒸馏提纯设备采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289092.htm,2026年09月29日  15:00,1259-26421,,,2026年09月08日 17:12,,,,,
兰州市,兰州市城关区南滨河东路5148号名城广场1号楼2013室,李兴龙   杨阳   18119421692  396115270@qq.com,甘肃中金国际招标有限公司,,,,78.0,,兰州市城关区天水中路18号,陈老师0931-4968123,中国科学院兰州化学物理研究所,,,,2026-09-09 15:37:37,,中国科学院兰州化学物理研究所宽温域、多模块、多通道材料性能使役评价系统采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289096.htm,2026年09月29日  15:00,1259-26422,,,2026年09月08日 17:12,,,,,
市辖区,北京市海淀区西直门北大街甲43号金运大厦B座908室,程宇  关曲葳  王琦 13911818887（项目咨询）、13611041948（获取发票）、thhd0908@163.com（项目问询）,北京太和华典工程咨询有限公司,,,,263.5,,北京市海淀区东升南路2号院,程老师 010-58812262,中国科学院计算机网络信息中心,,,,2026-09-09 15:37:37,,中国科学院计算机网络信息中心人机物融合信息基础设施创新与试验平台项目数据通信网络安全网络设备采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289029.htm,2026年09月29日  09:30,260111-THHD<5>-ZBDL-0111,,,2026年09月08日 17:12,,,,,
辽宁省,大连市沙河口区长兴街2-5号,张鑫磊、韩广鑫；0411-88898527、88898529,大连市机电设备招标有限责任公司,,购买招标文件登记表.docx,"[{""attach_name"": ""购买招标文件登记表.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=8309F67DA9026FD35B3F2FC4EF2868""}]",180.0,,辽宁省大连市高新园区凌工路2号大连理工大学科技园大厦C座409室,李老师、孙老师；0411-84709969、84706297,大连理工大学,,,,2026-09-09 15:37:37,,大连理工大学半导体化学品绿色智能设计与安环一体化系统采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289027.htm,2026年09月29日  13:30,DUTASZ-2026292,,,2026年09月08日 17:11,,,,,
祁连县,甘肃省兰州市安宁区万新北路578号二楼2-2号商铺,李思思19993645037,甘肃时代云控项目管理咨询有限公司,,"第二部分 技术要求.pdf,招标文件（政府采购）.pdf","[{""attach_name"": ""第二部分 技术要求.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=358CFBFED6E1129A19499232ACBFC9""}, {""attach_name"": ""招标文件（政府采购）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B42F277106924D117F99CBE0947784""}]",97.6,,青海省海北州祁连县八宝镇林场路16号,李工18993294867,黑河黄藏寺水利枢纽工程建设管理中心,,,,2026-09-09 15:37:37,,黑河黄藏寺水利枢纽工程建设管理中心黑河黄藏寺水利枢纽工程鱼类增殖放流站2026年度、2027年度运行管理服务项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27289035.htm,2026年10月08日  10:00,D03-12620000224333349J-20260907-062731-0,,,2026年09月08日 17:11,,,,,
泉州市,福建省泉州市丰泽区安吉南路970号星光耀广场18幢501室,吴杰洪、18959706303,福建省正晋项目管理有限公司,,,,42.3794,,泉州海关综合技术服务中心,刘锦文 、0595-68562043,泉州海关综合技术服务中心,,,,2026-09-09 15:37:37,,泉州海关综合技术服务中心临床常规体检试剂及耗材（二次）公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27288899.htm,2026年09月29日  15:00,FJZJHG[GK]2026701-1,,,2026年09月08日 17:07,,,,,
天津市,天津市东丽区华明镇EOD总部港C21座二层,张经理  18698131362,华采招标集团有限公司,,项目需求书.docx,"[{""attach_name"": ""项目需求书.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4F8F8D7CD4E42F9FBD06AD47FAF331""}]",15.6,,022-84201020,卢老师,中华人民共和国天津海关后勤管理中心,,,,2026-09-09 15:37:37,,天津国际旅行卫生保健中心（天津海关口岸门诊部）2026年试剂耗材采购项目（原第二包）（项目编号：HCZB-2026-ZB1180）公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27288901.htm,2026年09月29日  09:30,HCZB-2026-ZB1180,,,2026年09月08日 17:06,,,,,
江苏省,南京市玄武区北京东路22号和平大厦1810室,王梦珂、徐琳、苍盛、唐虹025-86970301,江苏汉唐国际贸易集团有限公司,,,,125.0,,徐州市铜山区大学路1号,马老师0516-83590267,中国矿业大学（徐州）,,,,2026-09-09 15:37:37,,中国矿业大学多通道电池模拟器公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27288842.htm,2026年09月29日  10:00,HW20250194,,,2026年09月08日 17:05,,,,,
武汉市,湖北省武汉市武昌区中北路108号兴业银行大厦五层,龙琳、周丹娜、阳世昌、肖书浩、方勇，电话：027-87273661，邮箱：31848804@qq.com,湖北省招标股份有限公司,,,,180.0,,湖北省武汉市解放大道1277号,李老师，电话：027-85726571,华中科技大学同济医学院附属协和医院,,,,2026-09-09 15:37:37,,华中科技大学同济医学院附属协和医院妇产科时差培养箱1台采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260908_27288844.htm,2026年09月29日  09:30,HBT-105126018-266599,,,2026年09月08日 17:05,,,,,
