notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,contact_name,contact_tel,attach_file_names,attach_json,notice_url,crawl_time,content_text,industry,bid_deadline,source,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,win_detail_json,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time
山东大学齐鲁第二医院放射科云胶片服务项目更正公告,变更公告,HYHA2026-2287,2026年09月01日 18:14,济南市,山东大学齐鲁第二医院,济南市北园大街247号,0531-85875076,海逸恒安项目管理有限公司,山东省济南市历下区华润置地广场A5-6号楼27层,王凤英、田飞飞、张洋洋、朱坤乐 0531-88763191,王凤英、田飞飞、张洋洋、朱坤乐,0531-88763191,附件：更正文件-山东大学齐鲁第二医院放射科云胶片服务项目.pdf,"[{""attach_name"": ""附件：更正文件-山东大学齐鲁第二医院放射科云胶片服务项目.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=264C99FCF61E6C732CECD070559001""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27246524.htm,2026-09-10 09:48:53,一、项目基本情况 原公告的采购项目编号：HYHA2026-2287 原公告的采购项目名称：山东大学齐鲁第二医院放射科云胶片服务项目 首次公告日期：2026年08月26日 二、更正信息 更正事项：采购文件 更正内容： 详见附件。 更正日期：2026年09月01日 三、其他补充事宜 无。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：山东大学齐鲁第二医院 地址：济南市北园大街247号 联系方式：0531-85875076 2.采购代理机构信息 名 称：海逸恒安项目管理有限公司 地 址：山东省济南市历下区华润置地广场A5-6号楼27层 联系方式：王凤英、田飞飞、张洋洋、朱坤乐 0531-88763191 3.项目联系方式 项目联系人：王凤英、田飞飞、张洋洋、朱坤乐 电 话： 0531-88763191,医疗卫生,,中国政府采购网,,,default,,采购文件,,,,,,,,,
丽江消防救援机动支队古城大队临时营区修缮项目（二次）更正公告,变更公告,LJMCCS-2026-0805-01,2026年09月01日 18:03,古城区,丽江市森林消防支队,丽江市古城区文智路11号,唐绍明0888-3111222转2731,丽江洺辰项目管理有限公司,丽江市体育发展中心市体育场八区二楼,胡崇云 13368880931,胡崇云,13368880931,"丽江消防救援机动支队古城大队临时营区修缮项目（二次）更正公告.pdf,2026-9-1（工程量清单）古城大队临时营地修缮项目(最终)(1).PDF","[{""attach_name"": ""丽江消防救援机动支队古城大队临时营区修缮项目（二次）更正公告.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=67F046CF4983AD20C2525A19F31649""}, {""attach_name"": ""2026-9-1（工程量清单）古城大队临时营地修缮项目(最终)(1).PDF"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=1BE1E845281B2B5F48B91F0745A69F""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27246344.htm,2026-09-10 09:48:53,一、项目基本情况 原公告的采购项目编号：LJMCCS-2026-0805-01 原公告的采购项目名称：丽江消防救援机动支队古城大队临时营区修缮项目（二次）竞争性磋商公告 首次公告日期：2026年08月26日 二、更正信息 更正事项：采购文件 更正内容： 工程量清单有变更，各供应商按最新的工程量清单为准编制。其余事项不变。 更正日期：2026年09月01日 三、其他补充事宜 请各潜在供应商获取最新版工程量清单后，对应编制响应文件，以此带来的不便敬请谅解！ 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：丽江市森林消防支队 地址：丽江市古城区文智路11号 联系方式：唐绍明0888-3111222转2731 2.采购代理机构信息 名 称：丽江洺辰项目管理有限公司 地 址：丽江市体育发展中心市体育场八区二楼 联系方式：胡崇云 13368880931 3.项目联系方式 项目联系人：胡崇云 电 话： 13368880931,公共安全,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中国科学院金属研究所NS3105合金锻件更正公告,变更公告,LNXY-JSYJS-2026-006,2026年09月01日 17:59,辽宁省,中国科学院金属研究所,辽宁省沈阳市沈河区文化路72号,佟老师024-23971066,辽宁轩宇工程管理有限公司,沈阳市皇姑区黄河南大街56号中建峰汇广场A座8楼,赵子淇、张冬妮、齐俭、石增良024-31918388-333,赵子淇、张冬妮、齐俭、石增良,024-31918388-333,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27246275.htm,2026-09-10 09:48:54,一、项目基本情况 原公告的采购项目编号：LNXY-JSYJS-2026-006 原公告的采购项目名称：NS3105合金锻件 首次公告日期：2026年08月25日 二、更正信息 更正事项：采购公告 更正内容： 本项目获取招标文件时间延长至2026年9月8日16:00（北京时间）其他相关事宜不变。 更正日期：2026年09月01日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国科学院金属研究所 地址：辽宁省沈阳市沈河区文化路72号 联系方式：佟老师024-23971066 2.采购代理机构信息 名 称：辽宁轩宇工程管理有限公司 地 址：沈阳市皇姑区黄河南大街56号中建峰汇广场A座8楼 联系方式：赵子淇、张冬妮、齐俭、石增良024-31918388-333 3.项目联系方式 项目联系人：赵子淇、张冬妮、齐俭、石增良 电 话： 024-31918388-333,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
四川省成都市青白江区消防救援大队2026年度人身意外险采购项目更正公告,变更公告,SCSWZB-CD202610236,2026年09月01日 17:31,成都市,成都市青白江区消防救援大队,青白江区复兴大道766号消防救援大队,肖老师 028-83665081,四川顺为招标代理有限公司,成都市武侯区武科西一路3号2栋1单元5层,宋老师 19180456384,宋老师,19180456384,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27245677.htm,2026-09-10 09:48:54,一、项目基本情况 原公告的采购项目编号：SCSWZB-CD202610236 原公告的采购项目名称：四川省成都市青白江区消防救援大队2026年度人身意外险采购项目竞争性磋商公告 首次公告日期：2026年08月21日 二、更正信息 更正事项：采购文件 更正内容： 1、成都市青白江区消防救援大队2026年度人身意外险采购项目（采购编号：SCSWZB-CD202610236）竞争性磋商文件第八章3.3.2综合评分明细表中第4项“偿付能力充足率”评分标准由“2023或2024年末综合偿付能力充足率100%-150%的，得5分；151%-200%的得8分；240%以上的得16分。”变更为：“2024或2025年末综合偿付能力充足率100%-150%的，得5分；151%-200%的得8分，201%-239%的得12分，240%以上的得16分。”2、本项目递交响应文件截止时间(参加磋商的时间)及响应文件开启时间由“2026年09月03日14:00（北京时间）”变更为：“2026年09月07日15:00（北京时间）”。其余内容不变。 更正日期：2026年09月01日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：成都市青白江区消防救援大队 地址：青白江区复兴大道766号消防救援大队 联系方式：肖老师 028-83665081 2.采购代理机构信息 名 称：四川顺为招标代理有限公司 地 址：成都市武侯区武科西一路3号2栋1单元5层 联系方式：宋老师 19180456384 3.项目联系方式 项目联系人：宋老师 电 话： 19180456384,公共安全,,中国政府采购网,,,default,,采购文件,,,,,,,,,
天津训练总队第一、二教学楼升级改造项目1标段更正公告,变更公告,I12000054050002YH001,2026年09月01日 17:12,天津市,应急管理部消防救援局天津训练总队,天津市北辰区津榆公路224号,陈乐  022-26850309,天津市泛亚工程咨询有限公司,天津市河西区广顺道2号,石恩婧  18622239545,石恩婧,18622239545,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27245234.htm,2026-09-10 09:48:55,一、项目基本情况 原公告的采购项目编号：I12000054050002YH001 原公告的采购项目名称：天津训练总队第一、二教学楼升级改造项目1标段施工招标公告 首次公告日期：2026年08月06日 二、更正信息 更正事项：采购文件 更正内容： 通过天津市公共资源交易-投标服务平台 https://ebid.tjggzy.cn:8052网址处获取电子补遗文件 更正日期：2026年09月01日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：应急管理部消防救援局天津训练总队 地址：天津市北辰区津榆公路224号 联系方式：陈乐 022-26850309 2.采购代理机构信息 名 称：天津市泛亚工程咨询有限公司 地 址：天津市河西区广顺道2号 联系方式：石恩婧 18622239545 3.项目联系方式 项目联系人：石恩婧 电 话： 18622239545,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中国信息通信研究院通感智融合的无线通信网络测试计量平台-智能实体功率器件可靠性验证装置升级-气候模拟与加速老化装置更正公告,变更公告,BMCC-ZC26-1218,2026年09月01日 17:04,北京市,中国信息通信研究院,北京市海淀区花园北路52号,丁雪 010-62304366,北京明德致信咨询有限公司,北京市海淀区学院路30号科大天工大厦B座1709室,"刘亚运,孙恺宁,吕家乐 010－82370045、FC@zbbmcc.com（保证金、发票等咨询）",刘亚运,,更正公告-ZC26-1218通感智融合的无线通信网络测试计量平台-智能实体功率器件可靠性验证装置升级-气候模拟与加速老化装置.docx,"[{""attach_name"": ""更正公告-ZC26-1218通感智融合的无线通信网络测试计量平台-智能实体功率器件可靠性验证装置升级-气候模拟与加速老化装置.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E9EE51089F375C1F3FB9679B6B105A""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27245008.htm,2026-09-10 09:48:56,"一、项目基本情况 原公告的采购项目编号：BMCC-ZC26-1218 原公告的采购项目名称：通感智融合的无线通信网络测试计量平台-智能实体功率器件可靠性验证装置升级-气候模拟与加速老化装置 首次公告日期：2026年08月20日 二、更正信息 更正事项：采购公告 更正内容： 获取采购文件时间，响应文件提交截至时间、地点，开启时间、地点1.获取采购文件时间延期至：2026年09月03日，下午17:00 (北京时间)。2.响应文件提交截止时间：2026年09月04日14点00分地点：北京市海淀区学院路30号科大天工大厦B座17层1706室第五会议室开启时间：2026年09月04日14点00分地点：北京市海淀区学院路30号科大天工大厦B座17层1706室第五会议室 更正日期：2026年09月01日 三、其他补充事宜 其他事宜不变。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国信息通信研究院 地址：北京市海淀区花园北路52号 联系方式：丁雪 010-62304366 2.采购代理机构信息 名 称：北京明德致信咨询有限公司 地 址：北京市海淀区学院路30号科大天工大厦B座1709室 联系方式：刘亚运,孙恺宁,吕家乐 010－82370045、FC@zbbmcc.com（保证金、发票等咨询） 3.项目联系方式 项目联系人：刘亚运,孙恺宁,吕家乐 电 话： 010－61192267、lyy@zbbmcc.com（仅用于采购文件咨询）",科研检测,2026-09-04 14:00,中国政府采购网,,,default,,采购公告,,,,,,,,,
广西壮族自治区气象台面向东盟的气象监测预警中心配套基础设施建设项目基坑气膜租赁服务项目更正公告,变更公告,HG2026-FW340,2026年09月01日 16:53,南宁市,广西壮族自治区气象台,南宁市青秀区民族大道81号,肖志鹏0771-5601106,广西交投宏冠工程咨询有限公司,广西南宁市青秀区合作路6号五洲国际D栋临街商铺1楼D105室,谭珠0771-2115807,肖志鹏,0771-5601106,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27244717.htm,2026-09-10 09:48:57,"一、项目基本情况 原公告的采购项目编号：HG2026-FW340 原公告的采购项目名称：面向东盟的气象监测预警中心配套基础设施建设项目基坑气膜租赁服务项目 首次公告日期：2026年08月26日 二、更正信息 更正事项：采购文件 更正内容： 各潜在投标人：现就本项目招标文件收到的潜在投标人疑问，统一答疑如下：1、招标文件第七章“技术标准和要求”中的1.2.3.2 送风、空调系统有明确本项目风机与空调的参数及规格，但清单中只有风机没有空调。鉴于本项目使用场景及特征，请招标方明确本项目1.2.3.2项是否仅需考虑送风系统？回复：本项目仅需对送风加压系统进行考虑。2、招标工程量清单中H 配电系统部分设备电缆和控制电缆均有提到“品牌参照桂林国际电缆或广西中为电缆”。请问招标方，投标人是否可以采用同等级或以上品牌响应此项？回复：将对工程量清单中该类表述进行修改，最终以更正后的工程量清单为准。3、请招标方提供本项目基本条件图纸以供投标人进行投标方案设计，包括但不限于：总图、基坑建筑、结构图等内容。回复：补充提供基坑平面布置图、基坑支护剖面图，请自行在广西交投宏冠电子招标投标交易平台系统下载。4、本项目为""气膜租赁服务""，属于服务类采购，并非建筑工程施工项目。招标文件工程量清单提供的格式为标准工程造价文件格式（含封面、扉页及一级注册造价工程师签章要求），该格式通常适用于施工类项目。请招标人明确投标报价是否只提供分部分项工程清单计价表即可？回复：本招标文件未对造价工程师、造价员岗位人员提出持证要求，投标人可结合自身实际情况，依据招标文件及招标工程量清单填报投标报价。 现已对工程量清单进行修正，修正后的工程已重新上传至广西交投宏冠电子招标投标交易平台系统，请各潜在投标人自行下载。本答疑澄清及更正公告为招标文件的组成部分，对所有投标人均具有约束力。如本公告内容与原招标文件不一致的，以本公告为准。特此公告。招标人：广西壮族自治区气象台招标代理机构：广西交投宏冠工程咨询有限公司 2026年9月1日 更正日期：2026年09月01日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：广西壮族自治区气象台 地址：南宁市青秀区民族大道81号 联系方式：肖志鹏0771-5601106 2.采购代理机构信息 名 称：广西交投宏冠工程咨询有限公司 地 址：广西南宁市青秀区合作路6号五洲国际D栋临街商铺1楼D105室 联系方式：谭珠0771-2115807 3.项目联系方式 项目联系人：肖志鹏 电 话： 0771-5601106",服务外包,,中国政府采购网,,,default,,采购文件,,,,,,,,,
清华大学高性能服务器及相关配件采购项目更正公告,变更公告,,2026年09月01日 16:48,北京市,清华大学,北京市海淀区清华园,傅老师fuyifeng@tsinghua.edu.cn,北京中教仪国际招标代理有限公司,北京市海淀区文慧园北路10号，中教仪总公司,谢杰、刘欣、蒋旭、王磊、陆炜、陈杏媛、丁玲、卢琛曦010-59893122、010-59893114、010-59893131,谢杰、刘欣、蒋旭、王磊、陆炜,010-59893122、010-59893114、010-59893131,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27244613.htm,2026-09-10 09:48:57,一、项目基本情况 原公告的采购项目编号：清采招第20260387号（0873-2026HW3L0340） 原公告的采购项目名称：清华大学高性能服务器及相关配件采购项目 首次公告日期：2026年08月28日 二、更正信息 更正事项：采购文件 更正内容： 1.第二章投标人须知资料表“2.4核心产品”-更正为“本项目1包为非单一产品采购项目，核心产品为：高性能计算服务器。”2.第四章采购需求-“3.1 配置要求”-“3、GPU卡”更正为“1张”3.第四章采购需求-“3.2 技术参数指标要求”-2.2更正为“内存： 支持 24 个 DDR5 6400 MT/s DIMM，实配不少于4条64GB DDR5 6400MHz（2Rx4）RDIMM”；2.3更正为“GPU： 支持最多8卡 GPU，单颗 GPU 最高 600W，实配不低于1块GPU，单GPU参数： 24064CUDA，96G GDDR7，1597GB/S带宽，FP32单精度最大120 TFLOPS，TF32 算力234 TFLOPS，最大功耗600W”；3更正为“显卡（1张）”。 更正日期：2026年09月01日 三、其他补充事宜 本项目其他内容不变。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：清华大学 地址：北京市海淀区清华园 联系方式：傅老师fuyifeng@tsinghua.edu.cn 2.采购代理机构信息 名 称：北京中教仪国际招标代理有限公司 地 址：北京市海淀区文慧园北路10号，中教仪总公司 联系方式：谢杰、刘欣、蒋旭、王磊、陆炜、陈杏媛、丁玲、卢琛曦010-59893122、010-59893114、010-59893131 3.项目联系方式 项目联系人：谢杰、刘欣、蒋旭、王磊、陆炜、陈杏媛、丁玲、卢琛曦 电 话： 010-59893122、010-59893114、010-59893131,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中国政法大学综合演播室建设采购项目（三次）更正公告,变更公告,BMCC-ZC26-0607,2026年09月01日 16:33,北京市,中国政法大学,北京市昌平区府学路27号,仰老师，010-58909967,北京明德致信咨询有限公司,北京市海淀区学院路30号科大天工大厦B座1709室,刘佳、李东阳、孙恺宁、王蕾蕾  010-82370045,刘佳、李东阳、孙恺宁、王蕾蕾,010-61192219,0607-2更正公告.docx,"[{""attach_name"": ""0607-2更正公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B8D5FEB0D50AE15A8EA49675A57602""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27244205.htm,2026-09-10 09:48:58,一、项目基本情况 原公告的采购项目编号：BMCC-ZC26-0607 原公告的采购项目名称：中国政法大学综合演播室建设采购项目（三次） 首次公告日期：2026年08月26日 二、更正信息 更正事项：采购文件 更正内容： 1、对招标文件第四章评标标准与第五章采购需求进行了更正，具体详见更正后的招标文件，请投标人自行前往中国政法大学采购与招标管理系统（http://cgw.cupl.edu.cn/）下载。 更正日期：2026年09月01日 三、其他补充事宜 1、除上述更正信息外，其余事项不做变更。详见附件下载 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国政法大学 地址：北京市昌平区府学路27号 联系方式：仰老师，010-58909967 2.采购代理机构信息 名 称：北京明德致信咨询有限公司 地 址：北京市海淀区学院路30号科大天工大厦B座1709室 联系方式：刘佳、李东阳、孙恺宁、王蕾蕾 010-82370045 3.项目联系方式 项目联系人：刘佳、李东阳、孙恺宁、王蕾蕾 电 话： 010-61192219 lj@zbbmcc.com,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
国家深海基地管理中心科考船保税油采购项目更正公告,变更公告,ZYZB2026-01-114,2026年09月01日 16:26,青岛市,国家深海基地管理中心,青岛市即墨区鳌山卫街道问海东路69号,曹老师0532-67722082,青岛中盈招标咨询有限公司,青岛市市北区敦化路381号中铁青岛广场C座623,李工、杨工0532-80977978、0532-55725015,李工、杨工,0532-80977978、0532-55725015,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27244060.htm,2026-09-10 09:48:58,一、项目基本情况 原公告的采购项目编号：ZYZB2026-01-114 原公告的采购项目名称：国家深海基地管理中心科考船保税油采购项目招标公告 首次公告日期：2026年08月25日 二、更正信息 更正事项：采购公告 更正内容： 1、本项目获取招标文件时间变更为2026年8月 26日至2026年 9月4日，每天上午09:00至11:30，下午13：30至16:30（北京时间，法定节假日除外）2、提交投标文件截止时间变更为2026年 9月 18日09点00分至09点30分止（北京时间）3、开标时间变更为2026年 9月 18日09点30分（北京时间）其他内容不变本公告作为招标文件的组成部分之一，对各相关投标单位均具有同等约束力，与招标文件或招标公告不一致的部分以本公告为准。 更正日期：2026年09月01日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：国家深海基地管理中心 地址：青岛市即墨区鳌山卫街道问海东路69号 联系方式：曹老师0532-67722082 2.采购代理机构信息 名 称：青岛中盈招标咨询有限公司 地 址：青岛市市北区敦化路381号中铁青岛广场C座623 联系方式：李工、杨工0532-80977978、0532-55725015 3.项目联系方式 项目联系人：李工、杨工 电 话： 0532-80977978、0532-55725015,服务外包,,中国政府采购网,,,default,,采购公告,,,,,,,,,
徐州市消防救援支队指挥中心升级改造及战勤保障站会议室建设采购项目更正公告,变更公告,GC-HGX260820,2026年09月01日 16:15,徐州市,徐州市消防救援支队,江苏省徐州市云龙区维维大道延长段119号,0516-83069299,中央国家机关政府采购中心,西章胡同9号院,010-83083702,,0516-83069299,徐州市消防救援支队指挥中心升级改造及战勤保障站会议室建设采购项目变更文件.pdf,"[{""attach_name"": ""徐州市消防救援支队指挥中心升级改造及战勤保障站会议室建设采购项目变更文件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=edab6402-a2eb-4a63-bc73-505a02""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27243854.htm,2026-09-10 09:48:59,徐州市消防救援支队指挥中心升级改造及战勤保障站会议室建设采购项目更正公告 一、项目基本情况 1．项目编号：GC-HGX260820 2．项目名称：徐州市消防救援支队指挥中心升级改造及战勤保障站会议室建设采购项目 3．首次公告日期：2026年8月14日 二、更正信息 1. 更正事项： 采购公告 2. 更正内容： 1、分布式中控主机（指挥中心*1）节能环保指标项删除加盖厂商鲜章要求。 2、其它内容不变。 3. 更正日期： 2026年9月1日 三、获取变更文件 1．时间：5个工作日 2．地点：中央政府采购网（http://www.zycg.gov.cn） 3．方式：在线下载 4．售价：免费 四、公告期限 自本公告发布之日起5个工作日，公告期限届满后获取变更文件的，获取时间以公告期限届满之日为准。 五、凡对本次公告内容提出询问，请按以下方式联系 1．采购人信息 名 称：徐州市消防救援支队 地 址：江苏省徐州市云龙区江苏省徐州市云龙区维维大道延长段119号 联系方式：0516-83069299 2．采购执行机构信息 名 称：中央国家机关政府采购中心 地 址：北京市西城区西直门内大街西章胡同9号院 邮政编码：100035 联系方式：详见http://www.zycg.gov.cn/home/contactus 3．项目联系方式 文件联系人及电话： 张雷 010-83084967 刘士伟 010-55602803 六、附件 1.徐州市消防救援支队指挥中心升级改造及战勤保障站会议室建设采购项目变更文件 中央国家机关政府采购中心 2026年9月1日,公共安全,,中国政府采购网,,,default,,,,,,,,,,,
贵州税务2026年安全运维服务（A包二次）更正公告,变更公告,GZWH-2026-15110-1,2026年09月01日 16:09,贵州省,国家税务总局贵州省税务局,贵州省贵阳市观山湖区通宝路2号,欧老师（0851-86906093）,贵州卫虹招标有限公司,贵州省贵阳市云岩区大十字时代名仕楼18楼,许明霞、赵军、邹燕（0851-85801822）,许明霞、赵军、邹燕,0851-85801822,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27243629.htm,2026-09-10 09:49:00,一、项目基本情况 原公告的采购项目编号：GZWH-2026-15110-1 原公告的采购项目名称：贵州税务2026年安全运维服务（A包二次） 首次公告日期：2026年08月13日 二、更正信息 更正事项：采购文件 更正内容： （1）现对本项目采购文件的评审因素“项目实施团队能力”中的“现场安全运维服务人员和现场网络运维服务人员之间证书不可复用，且须提供以上所有人员资质证书复印件及由投标人为该人员缴纳的投标截止日前6个月内任意1个月的个人社保证明及劳动合同复印件，并加盖投标人公章”修改为：“现场安全运维服务人员和现场网络运维服务人员之间证书不可复用，供应商须提供项目人员对应的资质证书复印件，并提供投标截止时间前6个月内任意1个月由投标人为项目人员缴纳的社会保险缴纳证明，或该人员与投标人签订的有效劳动合同复印件，以上材料均须加盖投标人公章。未按上述要求提供对应资料的，本项不得分”。（2）将提交投标文件截止时间“2026年09月03日 09点30分（北京时间）”调整为“2026年09月17日 09点30分（北京时间）”（3）将开标时间“2026年09月03日 09点30分（北京时间）”调整为“2026年09月17日 09点30分（北京时间）” 更正日期：2026年09月01日 三、其他补充事宜 请各潜在供应商自行到贵州省公共资源交易中心交易系统内查看并下载更正后的采购文件，按更正后的采购文件编制投标文件。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：国家税务总局贵州省税务局 地址：贵州省贵阳市观山湖区通宝路2号 联系方式：欧老师（0851-86906093） 2.采购代理机构信息 名 称：贵州卫虹招标有限公司 地 址：贵州省贵阳市云岩区大十字时代名仕楼18楼 联系方式：许明霞、赵军、邹燕（0851-85801822） 3.项目联系方式 项目联系人：许明霞、赵军、邹燕 电 话： 0851-85801822,信息技术,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中华人民共和国皇岗出入境边防检查站智能验讫章柜采购项目成交结果更正公告,变更公告,LD2026GP-BJA004,2026年09月01日 15:54,深圳市,中华人民共和国皇岗出入境边防检查站,深圳市罗湖区人民南路1006号,苏警官0755-84498653,深圳龙达招标有限公司,深圳市福田区沙头街道新华社区新洲十一街139号中央西谷大厦1806,张志辉0755-83864290-820,苏警官,,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260901_27243374.htm,2026-09-10 09:49:00,一、项目基本情况 原公告的采购项目编号：LD2026GP-BJA004 原公告的采购项目名称：中华人民共和国皇岗出入境边防检查站智能验讫章柜采购项目 首次公告日期：2026年05月13日 二、更正信息 更正事项：采购结果 更正内容： 本项目由于原成交供应商放弃成交资格，根据《中华人民共和国政府采购法实施条例》第四十九条规定：“中标或者成交供应商拒绝与采购人签订合同的，采购人可以按照评审报告推荐的中标或者成交候选人名单排序，确定下一候选人为中标或者成交供应商，也可以重新开展政府采购活动。”经采购人研究决定，本项目重新开展政府采购活动。 更正日期：2026年09月01日 三、其他补充事宜 本项目后续事宜，敬请各供应商留意网站公告。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中华人民共和国皇岗出入境边防检查站 地址：深圳市罗湖区人民南路1006号 联系方式：苏警官0755-84498653 2.采购代理机构信息 名 称：深圳龙达招标有限公司 地 址：深圳市福田区沙头街道新华社区新洲十一街139号中央西谷大厦1806 联系方式：张志辉0755-83864290-820 3.项目联系方式 项目联系人：苏警官 电 话： 苏警官,其他,,中国政府采购网,,,default,,采购结果,,,,,,,,,
